item_id,dept_id,cat_id
FOODS_3_053,FOODS_3,FOODS
FOODS_3_054,FOODS_3,FOODS
FOODS_3_055,FOODS_3,FOODS
FOODS_3_056,FOODS_3,FOODS
FOODS_3_057,FOODS_3,FOODS
FOODS_3_058,FOODS_3,FOODS
FOODS_3_059,FOODS_3,FOODS
FOODS_3_060,FOODS_3,FOODS
FOODS_3_061,FOODS_3,FOODS
FOODS_3_062,FOODS_3,FOODS
FOODS_3_063,FOODS_3,FOODS
FOODS_3_064,FOODS_3,FOODS
FOODS_3_065,FOODS_3,FOODS
FOODS_3_066,FOODS_3,FOODS
FOODS_3_067,FOODS_3,FOODS
FOODS_3_068,FOODS_3,FOODS
FOODS_3_069,FOODS_3,FOODS
FOODS_3_070,FOODS_3,FOODS
FOODS_3_071,FOODS_3,FOODS
FOODS_3_072,FOODS_3,FOODS
FOODS_3_073,FOODS_3,FOODS
FOODS_3_074,FOODS_3,FOODS
FOODS_3_075,FOODS_3,FOODS
FOODS_3_076,FOODS_3,FOODS
FOODS_3_077,FOODS_3,FOODS
FOODS_3_078,FOODS_3,FOODS
FOODS_3_079,FOODS_3,FOODS
FOODS_3_080,FOODS_3,FOODS
FOODS_3_081,FOODS_3,FOODS
FOODS_3_082,FOODS_3,FOODS
FOODS_3_083,FOODS_3,FOODS
FOODS_3_084,FOODS_3,FOODS
FOODS_3_085,FOODS_3,FOODS
FOODS_3_086,FOODS_3,FOODS
FOODS_3_087,FOODS_3,FOODS
FOODS_3_088,FOODS_3,FOODS
FOODS_3_089,FOODS_3,FOODS
FOODS_3_090,FOODS_3,FOODS
FOODS_3_091,FOODS_3,FOODS
FOODS_3_092,FOODS_3,FOODS
FOODS_3_093,FOODS_3,FOODS
FOODS_3_094,FOODS_3,FOODS
FOODS_3_095,FOODS_3,FOODS
FOODS_3_096,FOODS_3,FOODS
FOODS_3_097,FOODS_3,FOODS
FOODS_3_098,FOODS_3,FOODS
FOODS_3_099,FOODS_3,FOODS
FOODS_3_100,FOODS_3,FOODS
FOODS_3_101,FOODS_3,FOODS
FOODS_3_102,FOODS_3,FOODS
FOODS_3_103,FOODS_3,FOODS
FOODS_3_104,FOODS_3,FOODS
FOODS_3_105,FOODS_3,FOODS
FOODS_3_106,FOODS_3,FOODS
FOODS_3_107,FOODS_3,FOODS
FOODS_3_108,FOODS_3,FOODS
FOODS_3_109,FOODS_3,FOODS
FOODS_3_110,FOODS_3,FOODS
FOODS_3_111,FOODS_3,FOODS
FOODS_3_112,FOODS_3,FOODS
FOODS_3_113,FOODS_3,FOODS
FOODS_3_114,FOODS_3,FOODS
FOODS_3_115,FOODS_3,FOODS
FOODS_3_116,FOODS_3,FOODS
FOODS_3_117,FOODS_3,FOODS
FOODS_3_118,FOODS_3,FOODS
FOODS_3_119,FOODS_3,FOODS
FOODS_3_120,FOODS_3,FOODS
FOODS_3_121,FOODS_3,FOODS
FOODS_3_122,FOODS_3,FOODS
FOODS_3_123,FOODS_3,FOODS
FOODS_3_124,FOODS_3,FOODS
FOODS_3_125,FOODS_3,FOODS
FOODS_3_126,FOODS_3,FOODS
FOODS_3_127,FOODS_3,FOODS
FOODS_3_128,FOODS_3,FOODS
FOODS_3_129,FOODS_3,FOODS
FOODS_3_130,FOODS_3,FOODS
FOODS_3_131,FOODS_3,FOODS
FOODS_3_132,FOODS_3,FOODS
FOODS_3_133,FOODS_3,FOODS
FOODS_3_134,FOODS_3,FOODS
FOODS_3_135,FOODS_3,FOODS
FOODS_3_136,FOODS_3,FOODS
FOODS_3_137,FOODS_3,FOODS
FOODS_3_138,FOODS_3,FOODS
FOODS_3_139,FOODS_3,FOODS
FOODS_3_140,FOODS_3,FOODS
FOODS_3_141,FOODS_3,FOODS
FOODS_3_142,FOODS_3,FOODS
FOODS_3_143,FOODS_3,FOODS
FOODS_3_144,FOODS_3,FOODS
FOODS_3_145,FOODS_3,FOODS
FOODS_3_146,FOODS_3,FOODS
FOODS_3_147,FOODS_3,FOODS
FOODS_3_148,FOODS_3,FOODS
FOODS_3_149,FOODS_3,FOODS
FOODS_3_150,FOODS_3,FOODS
FOODS_3_151,FOODS_3,FOODS
FOODS_3_152,FOODS_3,FOODS
FOODS_3_153,FOODS_3,FOODS
FOODS_3_154,FOODS_3,FOODS
FOODS_3_155,FOODS_3,FOODS
FOODS_3_156,FOODS_3,FOODS
FOODS_3_157,FOODS_3,FOODS
FOODS_3_158,FOODS_3,FOODS
FOODS_3_159,FOODS_3,FOODS
FOODS_3_160,FOODS_3,FOODS
FOODS_3_161,FOODS_3,FOODS
FOODS_3_162,FOODS_3,FOODS
FOODS_3_163,FOODS_3,FOODS
FOODS_3_164,FOODS_3,FOODS
FOODS_3_165,FOODS_3,FOODS
FOODS_3_166,FOODS_3,FOODS
FOODS_3_167,FOODS_3,FOODS
FOODS_3_168,FOODS_3,FOODS
FOODS_3_169,FOODS_3,FOODS
FOODS_3_170,FOODS_3,FOODS
FOODS_3_171,FOODS_3,FOODS
FOODS_3_172,FOODS_3,FOODS
FOODS_3_173,FOODS_3,FOODS
FOODS_3_174,FOODS_3,FOODS
FOODS_3_175,FOODS_3,FOODS
FOODS_3_176,FOODS_3,FOODS
FOODS_3_177,FOODS_3,FOODS
FOODS_3_178,FOODS_3,FOODS
FOODS_3_179,FOODS_3,FOODS
FOODS_3_180,FOODS_3,FOODS
FOODS_3_181,FOODS_3,FOODS
FOODS_3_182,FOODS_3,FOODS
FOODS_3_183,FOODS_3,FOODS
FOODS_3_184,FOODS_3,FOODS
FOODS_3_185,FOODS_3,FOODS
FOODS_3_186,FOODS_3,FOODS
FOODS_3_187,FOODS_3,FOODS
FOODS_3_188,FOODS_3,FOODS
FOODS_3_189,FOODS_3,FOODS
FOODS_3_190,FOODS_3,FOODS
FOODS_3_191,FOODS_3,FOODS
FOODS_3_192,FOODS_3,FOODS
FOODS_3_193,FOODS_3,FOODS
FOODS_3_194,FOODS_3,FOODS
FOODS_3_195,FOODS_3,FOODS
FOODS_3_196,FOODS_3,FOODS
FOODS_3_197,FOODS_3,FOODS
FOODS_3_198,FOODS_3,FOODS
FOODS_3_199,FOODS_3,FOODS
FOODS_3_200,FOODS_3,FOODS
FOODS_3_201,FOODS_3,FOODS
FOODS_3_202,FOODS_3,FOODS
FOODS_3_203,FOODS_3,FOODS
FOODS_3_204,FOODS_3,FOODS
FOODS_3_205,FOODS_3,FOODS
FOODS_3_206,FOODS_3,FOODS
FOODS_3_207,FOODS_3,FOODS
FOODS_3_208,FOODS_3,FOODS
FOODS_3_209,FOODS_3,FOODS
FOODS_3_210,FOODS_3,FOODS
FOODS_3_211,FOODS_3,FOODS
FOODS_3_212,FOODS_3,FOODS
FOODS_3_213,FOODS_3,FOODS
FOODS_3_214,FOODS_3,FOODS
FOODS_3_215,FOODS_3,FOODS
FOODS_3_216,FOODS_3,FOODS
FOODS_3_217,FOODS_3,FOODS
FOODS_3_218,FOODS_3,FOODS
FOODS_3_219,FOODS_3,FOODS
FOODS_3_220,FOODS_3,FOODS
FOODS_3_221,FOODS_3,FOODS
FOODS_3_222,FOODS_3,FOODS
FOODS_3_223,FOODS_3,FOODS
FOODS_3_224,FOODS_3,FOODS
FOODS_3_225,FOODS_3,FOODS
FOODS_3_226,FOODS_3,FOODS
FOODS_3_227,FOODS_3,FOODS
FOODS_3_228,FOODS_3,FOODS
FOODS_3_229,FOODS_3,FOODS
FOODS_3_230,FOODS_3,FOODS
FOODS_3_231,FOODS_3,FOODS
FOODS_3_232,FOODS_3,FOODS
FOODS_3_233,FOODS_3,FOODS
FOODS_3_234,FOODS_3,FOODS
FOODS_3_235,FOODS_3,FOODS
FOODS_3_236,FOODS_3,FOODS
FOODS_3_237,FOODS_3,FOODS
FOODS_3_238,FOODS_3,FOODS
FOODS_3_239,FOODS_3,FOODS
FOODS_3_240,FOODS_3,FOODS
FOODS_3_241,FOODS_3,FOODS
FOODS_3_242,FOODS_3,FOODS
FOODS_3_243,FOODS_3,FOODS
FOODS_3_244,FOODS_3,FOODS
FOODS_3_245,FOODS_3,FOODS
FOODS_3_246,FOODS_3,FOODS
FOODS_3_247,FOODS_3,FOODS
FOODS_3_248,FOODS_3,FOODS
FOODS_3_249,FOODS_3,FOODS
FOODS_3_250,FOODS_3,FOODS
FOODS_3_251,FOODS_3,FOODS
FOODS_3_252,FOODS_3,FOODS
FOODS_3_253,FOODS_3,FOODS
FOODS_3_254,FOODS_3,FOODS
FOODS_3_255,FOODS_3,FOODS
FOODS_3_256,FOODS_3,FOODS
FOODS_3_257,FOODS_3,FOODS
FOODS_3_258,FOODS_3,FOODS
FOODS_3_259,FOODS_3,FOODS
FOODS_3_260,FOODS_3,FOODS
FOODS_3_261,FOODS_3,FOODS
FOODS_3_262,FOODS_3,FOODS
FOODS_3_263,FOODS_3,FOODS
FOODS_3_264,FOODS_3,FOODS
FOODS_3_265,FOODS_3,FOODS
FOODS_3_266,FOODS_3,FOODS
FOODS_3_267,FOODS_3,FOODS
FOODS_3_268,FOODS_3,FOODS
FOODS_3_269,FOODS_3,FOODS
FOODS_3_270,FOODS_3,FOODS
FOODS_3_271,FOODS_3,FOODS
FOODS_3_272,FOODS_3,FOODS
FOODS_3_273,FOODS_3,FOODS
FOODS_3_274,FOODS_3,FOODS
FOODS_3_275,FOODS_3,FOODS
FOODS_3_276,FOODS_3,FOODS
FOODS_3_277,FOODS_3,FOODS
FOODS_3_278,FOODS_3,FOODS
FOODS_3_279,FOODS_3,FOODS
FOODS_3_280,FOODS_3,FOODS
FOODS_3_281,FOODS_3,FOODS
FOODS_3_282,FOODS_3,FOODS
FOODS_3_283,FOODS_3,FOODS
FOODS_3_284,FOODS_3,FOODS
FOODS_3_285,FOODS_3,FOODS
FOODS_3_286,FOODS_3,FOODS
FOODS_3_287,FOODS_3,FOODS
FOODS_3_288,FOODS_3,FOODS
FOODS_3_289,FOODS_3,FOODS
FOODS_3_290,FOODS_3,FOODS
FOODS_3_291,FOODS_3,FOODS
FOODS_3_292,FOODS_3,FOODS
FOODS_3_293,FOODS_3,FOODS
FOODS_3_294,FOODS_3,FOODS
FOODS_3_295,FOODS_3,FOODS
FOODS_3_296,FOODS_3,FOODS
FOODS_3_297,FOODS_3,FOODS
FOODS_3_298,FOODS_3,FOODS
FOODS_3_299,FOODS_3,FOODS
FOODS_3_300,FOODS_3,FOODS
FOODS_3_301,FOODS_3,FOODS
FOODS_3_302,FOODS_3,FOODS
FOODS_3_303,FOODS_3,FOODS
FOODS_3_304,FOODS_3,FOODS
FOODS_3_305,FOODS_3,FOODS
FOODS_3_306,FOODS_3,FOODS
FOODS_3_307,FOODS_3,FOODS
FOODS_3_308,FOODS_3,FOODS
FOODS_3_309,FOODS_3,FOODS
FOODS_3_310,FOODS_3,FOODS
FOODS_3_311,FOODS_3,FOODS
FOODS_3_312,FOODS_3,FOODS
FOODS_3_313,FOODS_3,FOODS
FOODS_3_314,FOODS_3,FOODS
FOODS_3_315,FOODS_3,FOODS
FOODS_3_316,FOODS_3,FOODS
FOODS_3_317,FOODS_3,FOODS
FOODS_3_318,FOODS_3,FOODS
FOODS_3_319,FOODS_3,FOODS
FOODS_3_320,FOODS_3,FOODS
FOODS_3_321,FOODS_3,FOODS
FOODS_3_322,FOODS_3,FOODS
FOODS_3_323,FOODS_3,FOODS
FOODS_3_324,FOODS_3,FOODS
FOODS_3_325,FOODS_3,FOODS
FOODS_3_326,FOODS_3,FOODS
FOODS_3_327,FOODS_3,FOODS
FOODS_3_328,FOODS_3,FOODS
FOODS_3_329,FOODS_3,FOODS
FOODS_3_330,FOODS_3,FOODS
FOODS_3_331,FOODS_3,FOODS
FOODS_3_332,FOODS_3,FOODS
FOODS_3_333,FOODS_3,FOODS
FOODS_3_334,FOODS_3,FOODS
FOODS_3_335,FOODS_3,FOODS
FOODS_3_336,FOODS_3,FOODS
FOODS_3_337,FOODS_3,FOODS
FOODS_3_338,FOODS_3,FOODS
FOODS_3_339,FOODS_3,FOODS
FOODS_3_340,FOODS_3,FOODS
FOODS_3_341,FOODS_3,FOODS
FOODS_3_342,FOODS_3,FOODS
FOODS_3_343,FOODS_3,FOODS
FOODS_3_344,FOODS_3,FOODS
FOODS_3_345,FOODS_3,FOODS
FOODS_3_346,FOODS_3,FOODS
FOODS_3_347,FOODS_3,FOODS
FOODS_3_348,FOODS_3,FOODS
FOODS_3_349,FOODS_3,FOODS
FOODS_3_350,FOODS_3,FOODS
FOODS_3_351,FOODS_3,FOODS
FOODS_3_352,FOODS_3,FOODS
FOODS_3_353,FOODS_3,FOODS
FOODS_3_354,FOODS_3,FOODS
FOODS_3_355,FOODS_3,FOODS
FOODS_3_356,FOODS_3,FOODS
FOODS_3_357,FOODS_3,FOODS
FOODS_3_358,FOODS_3,FOODS
FOODS_3_359,FOODS_3,FOODS
FOODS_3_360,FOODS_3,FOODS
FOODS_3_361,FOODS_3,FOODS
FOODS_3_362,FOODS_3,FOODS
FOODS_3_363,FOODS_3,FOODS
FOODS_3_364,FOODS_3,FOODS
FOODS_3_365,FOODS_3,FOODS
FOODS_3_366,FOODS_3,FOODS
FOODS_3_367,FOODS_3,FOODS
FOODS_3_368,FOODS_3,FOODS
FOODS_3_369,FOODS_3,FOODS
FOODS_3_370,FOODS_3,FOODS
FOODS_3_371,FOODS_3,FOODS
FOODS_3_372,FOODS_3,FOODS
FOODS_3_373,FOODS_3,FOODS
FOODS_3_374,FOODS_3,FOODS
FOODS_3_375,FOODS_3,FOODS
FOODS_3_376,FOODS_3,FOODS
FOODS_3_377,FOODS_3,FOODS
FOODS_3_378,FOODS_3,FOODS
FOODS_3_379,FOODS_3,FOODS
FOODS_3_380,FOODS_3,FOODS
FOODS_3_381,FOODS_3,FOODS
FOODS_3_382,FOODS_3,FOODS
FOODS_3_383,FOODS_3,FOODS
FOODS_3_384,FOODS_3,FOODS
FOODS_3_385,FOODS_3,FOODS
FOODS_3_386,FOODS_3,FOODS
FOODS_3_387,FOODS_3,FOODS
FOODS_3_388,FOODS_3,FOODS
FOODS_3_389,FOODS_3,FOODS
FOODS_3_390,FOODS_3,FOODS
FOODS_3_391,FOODS_3,FOODS
FOODS_3_392,FOODS_3,FOODS
FOODS_3_393,FOODS_3,FOODS
FOODS_3_394,FOODS_3,FOODS
FOODS_3_395,FOODS_3,FOODS
FOODS_3_396,FOODS_3,FOODS
FOODS_3_397,FOODS_3,FOODS
FOODS_3_398,FOODS_3,FOODS
FOODS_3_399,FOODS_3,FOODS
FOODS_3_400,FOODS_3,FOODS
FOODS_3_401,FOODS_3,FOODS
FOODS_3_402,FOODS_3,FOODS
FOODS_3_403,FOODS_3,FOODS
FOODS_3_404,FOODS_3,FOODS
FOODS_3_405,FOODS_3,FOODS
FOODS_3_406,FOODS_3,FOODS
FOODS_3_407,FOODS_3,FOODS
FOODS_3_408,FOODS_3,FOODS
FOODS_3_409,FOODS_3,FOODS
FOODS_3_410,FOODS_3,FOODS
FOODS_3_411,FOODS_3,FOODS
FOODS_3_412,FOODS_3,FOODS
FOODS_3_413,FOODS_3,FOODS
FOODS_3_414,FOODS_3,FOODS
FOODS_3_415,FOODS_3,FOODS
FOODS_3_416,FOODS_3,FOODS
FOODS_3_417,FOODS_3,FOODS
FOODS_3_418,FOODS_3,FOODS
FOODS_3_419,FOODS_3,FOODS
FOODS_3_420,FOODS_3,FOODS
FOODS_3_421,FOODS_3,FOODS
FOODS_3_422,FOODS_3,FOODS
FOODS_3_423,FOODS_3,FOODS
FOODS_3_424,FOODS_3,FOODS
FOODS_3_425,FOODS_3,FOODS
FOODS_3_426,FOODS_3,FOODS
FOODS_3_427,FOODS_3,FOODS
FOODS_3_428,FOODS_3,FOODS
FOODS_3_429,FOODS_3,FOODS
FOODS_3_430,FOODS_3,FOODS
FOODS_3_431,FOODS_3,FOODS
FOODS_3_432,FOODS_3,FOODS
FOODS_3_433,FOODS_3,FOODS
FOODS_3_434,FOODS_3,FOODS
FOODS_3_435,FOODS_3,FOODS
FOODS_3_436,FOODS_3,FOODS
FOODS_3_437,FOODS_3,FOODS
FOODS_3_438,FOODS_3,FOODS
FOODS_3_439,FOODS_3,FOODS
FOODS_3_440,FOODS_3,FOODS
FOODS_3_441,FOODS_3,FOODS
FOODS_3_442,FOODS_3,FOODS
FOODS_3_443,FOODS_3,FOODS
FOODS_3_444,FOODS_3,FOODS
FOODS_3_445,FOODS_3,FOODS
FOODS_3_446,FOODS_3,FOODS
FOODS_3_447,FOODS_3,FOODS
FOODS_3_448,FOODS_3,FOODS
FOODS_3_449,FOODS_3,FOODS
FOODS_3_450,FOODS_3,FOODS
FOODS_3_451,FOODS_3,FOODS
FOODS_3_452,FOODS_3,FOODS
FOODS_3_453,FOODS_3,FOODS
FOODS_3_454,FOODS_3,FOODS
FOODS_3_455,FOODS_3,FOODS
FOODS_3_456,FOODS_3,FOODS
FOODS_3_457,FOODS_3,FOODS
FOODS_3_458,FOODS_3,FOODS
FOODS_3_459,FOODS_3,FOODS
FOODS_3_460,FOODS_3,FOODS
FOODS_3_461,FOODS_3,FOODS
FOODS_3_462,FOODS_3,FOODS
FOODS_3_463,FOODS_3,FOODS
FOODS_3_464,FOODS_3,FOODS
FOODS_3_465,FOODS_3,FOODS
FOODS_3_466,FOODS_3,FOODS
FOODS_3_467,FOODS_3,FOODS
FOODS_3_468,FOODS_3,FOODS
FOODS_3_469,FOODS_3,FOODS
FOODS_3_470,FOODS_3,FOODS
FOODS_3_471,FOODS_3,FOODS
FOODS_3_472,FOODS_3,FOODS
FOODS_3_473,FOODS_3,FOODS
FOODS_3_474,FOODS_3,FOODS
FOODS_3_475,FOODS_3,FOODS
FOODS_3_476,FOODS_3,FOODS
FOODS_3_477,FOODS_3,FOODS
FOODS_3_478,FOODS_3,FOODS
FOODS_3_479,FOODS_3,FOODS
FOODS_3_480,FOODS_3,FOODS
FOODS_3_481,FOODS_3,FOODS
FOODS_3_482,FOODS_3,FOODS
FOODS_3_483,FOODS_3,FOODS
FOODS_3_484,FOODS_3,FOODS
FOODS_3_485,FOODS_3,FOODS
FOODS_3_486,FOODS_3,FOODS
FOODS_3_487,FOODS_3,FOODS
FOODS_3_488,FOODS_3,FOODS
FOODS_3_489,FOODS_3,FOODS
FOODS_3_490,FOODS_3,FOODS
FOODS_3_491,FOODS_3,FOODS
FOODS_3_492,FOODS_3,FOODS
FOODS_3_493,FOODS_3,FOODS
FOODS_3_494,FOODS_3,FOODS
FOODS_3_495,FOODS_3,FOODS
FOODS_3_496,FOODS_3,FOODS
FOODS_3_497,FOODS_3,FOODS
FOODS_3_498,FOODS_3,FOODS
FOODS_3_499,FOODS_3,FOODS
FOODS_3_500,FOODS_3,FOODS
FOODS_3_501,FOODS_3,FOODS
FOODS_3_502,FOODS_3,FOODS
FOODS_3_503,FOODS_3,FOODS
FOODS_3_504,FOODS_3,FOODS
FOODS_3_505,FOODS_3,FOODS
FOODS_3_506,FOODS_3,FOODS
FOODS_3_507,FOODS_3,FOODS
FOODS_3_508,FOODS_3,FOODS
FOODS_3_509,FOODS_3,FOODS
FOODS_3_510,FOODS_3,FOODS
FOODS_3_511,FOODS_3,FOODS
FOODS_3_512,FOODS_3,FOODS
FOODS_3_513,FOODS_3,FOODS
FOODS_3_514,FOODS_3,FOODS
FOODS_3_515,FOODS_3,FOODS
FOODS_3_516,FOODS_3,FOODS
FOODS_3_517,FOODS_3,FOODS
FOODS_3_518,FOODS_3,FOODS
FOODS_3_519,FOODS_3,FOODS
FOODS_3_520,FOODS_3,FOODS
FOODS_3_521,FOODS_3,FOODS
FOODS_3_522,FOODS_3,FOODS
FOODS_3_523,FOODS_3,FOODS
FOODS_3_524,FOODS_3,FOODS
FOODS_3_525,FOODS_3,FOODS
FOODS_3_526,FOODS_3,FOODS
FOODS_3_527,FOODS_3,FOODS
FOODS_3_528,FOODS_3,FOODS
FOODS_3_529,FOODS_3,FOODS
FOODS_3_530,FOODS_3,FOODS
FOODS_3_531,FOODS_3,FOODS
FOODS_3_532,FOODS_3,FOODS
FOODS_3_533,FOODS_3,FOODS
FOODS_3_534,FOODS_3,FOODS
FOODS_3_535,FOODS_3,FOODS
FOODS_3_536,FOODS_3,FOODS
FOODS_3_537,FOODS_3,FOODS
FOODS_3_538,FOODS_3,FOODS
FOODS_3_539,FOODS_3,FOODS
FOODS_3_540,FOODS_3,FOODS
FOODS_3_541,FOODS_3,FOODS
FOODS_3_542,FOODS_3,FOODS
FOODS_3_543,FOODS_3,FOODS
FOODS_3_544,FOODS_3,FOODS
FOODS_3_545,FOODS_3,FOODS
FOODS_3_546,FOODS_3,FOODS
FOODS_3_547,FOODS_3,FOODS
FOODS_3_548,FOODS_3,FOODS
FOODS_3_549,FOODS_3,FOODS
FOODS_3_550,FOODS_3,FOODS
FOODS_3_551,FOODS_3,FOODS
FOODS_3_552,FOODS_3,FOODS
FOODS_3_553,FOODS_3,FOODS
FOODS_3_554,FOODS_3,FOODS
FOODS_3_555,FOODS_3,FOODS
FOODS_3_556,FOODS_3,FOODS
FOODS_3_557,FOODS_3,FOODS
FOODS_3_558,FOODS_3,FOODS
FOODS_3_559,FOODS_3,FOODS
FOODS_3_560,FOODS_3,FOODS
FOODS_3_561,FOODS_3,FOODS
FOODS_3_562,FOODS_3,FOODS
FOODS_3_563,FOODS_3,FOODS
FOODS_3_564,FOODS_3,FOODS
FOODS_3_565,FOODS_3,FOODS
FOODS_3_566,FOODS_3,FOODS
FOODS_3_567,FOODS_3,FOODS
FOODS_3_568,FOODS_3,FOODS
FOODS_3_569,FOODS_3,FOODS
FOODS_3_570,FOODS_3,FOODS
FOODS_3_571,FOODS_3,FOODS
FOODS_3_572,FOODS_3,FOODS
FOODS_3_573,FOODS_3,FOODS
FOODS_3_574,FOODS_3,FOODS
FOODS_3_575,FOODS_3,FOODS
FOODS_3_576,FOODS_3,FOODS
FOODS_3_577,FOODS_3,FOODS
FOODS_3_578,FOODS_3,FOODS
FOODS_3_579,FOODS_3,FOODS
FOODS_3_580,FOODS_3,FOODS
FOODS_3_581,FOODS_3,FOODS
FOODS_3_582,FOODS_3,FOODS
FOODS_3_583,FOODS_3,FOODS
FOODS_3_584,FOODS_3,FOODS
FOODS_3_585,FOODS_3,FOODS
FOODS_3_586,FOODS_3,FOODS
FOODS_3_587,FOODS_3,FOODS
FOODS_3_588,FOODS_3,FOODS
FOODS_3_589,FOODS_3,FOODS
FOODS_3_590,FOODS_3,FOODS
FOODS_3_591,FOODS_3,FOODS
FOODS_3_592,FOODS_3,FOODS
FOODS_3_593,FOODS_3,FOODS
FOODS_3_594,FOODS_3,FOODS
FOODS_3_595,FOODS_3,FOODS
FOODS_3_596,FOODS_3,FOODS
FOODS_3_597,FOODS_3,FOODS
FOODS_3_598,FOODS_3,FOODS
FOODS_3_599,FOODS_3,FOODS
FOODS_3_600,FOODS_3,FOODS
FOODS_3_601,FOODS_3,FOODS
FOODS_3_602,FOODS_3,FOODS
FOODS_3_603,FOODS_3,FOODS
FOODS_3_604,FOODS_3,FOODS
FOODS_3_605,FOODS_3,FOODS
FOODS_3_606,FOODS_3,FOODS
FOODS_3_607,FOODS_3,FOODS
FOODS_3_608,FOODS_3,FOODS
FOODS_3_609,FOODS_3,FOODS
FOODS_3_610,FOODS_3,FOODS
FOODS_3_611,FOODS_3,FOODS
FOODS_3_612,FOODS_3,FOODS
FOODS_3_613,FOODS_3,FOODS
FOODS_3_614,FOODS_3,FOODS
FOODS_3_615,FOODS_3,FOODS
FOODS_3_616,FOODS_3,FOODS
FOODS_3_617,FOODS_3,FOODS
FOODS_3_618,FOODS_3,FOODS
FOODS_3_619,FOODS_3,FOODS
FOODS_3_620,FOODS_3,FOODS
FOODS_3_621,FOODS_3,FOODS
FOODS_3_622,FOODS_3,FOODS
FOODS_3_623,FOODS_3,FOODS
FOODS_3_624,FOODS_3,FOODS
FOODS_3_625,FOODS_3,FOODS
FOODS_3_626,FOODS_3,FOODS
FOODS_3_627,FOODS_3,FOODS
FOODS_3_628,FOODS_3,FOODS
FOODS_3_629,FOODS_3,FOODS
FOODS_3_630,FOODS_3,FOODS
FOODS_3_631,FOODS_3,FOODS
FOODS_3_632,FOODS_3,FOODS
FOODS_3_633,FOODS_3,FOODS
FOODS_3_634,FOODS_3,FOODS
FOODS_3_635,FOODS_3,FOODS
FOODS_3_636,FOODS_3,FOODS
FOODS_3_637,FOODS_3,FOODS
FOODS_3_638,FOODS_3,FOODS
FOODS_3_639,FOODS_3,FOODS
FOODS_3_640,FOODS_3,FOODS
FOODS_3_641,FOODS_3,FOODS
FOODS_3_642,FOODS_3,FOODS
FOODS_3_643,FOODS_3,FOODS
FOODS_3_644,FOODS_3,FOODS
FOODS_3_645,FOODS_3,FOODS
FOODS_3_646,FOODS_3,FOODS
FOODS_3_647,FOODS_3,FOODS
FOODS_3_648,FOODS_3,FOODS
FOODS_3_649,FOODS_3,FOODS
FOODS_3_650,FOODS_3,FOODS
FOODS_3_651,FOODS_3,FOODS
FOODS_3_652,FOODS_3,FOODS
FOODS_3_653,FOODS_3,FOODS
FOODS_3_654,FOODS_3,FOODS
FOODS_3_655,FOODS_3,FOODS
FOODS_3_656,FOODS_3,FOODS
FOODS_3_657,FOODS_3,FOODS
FOODS_3_658,FOODS_3,FOODS
FOODS_3_659,FOODS_3,FOODS
FOODS_3_660,FOODS_3,FOODS
FOODS_3_661,FOODS_3,FOODS
FOODS_3_662,FOODS_3,FOODS
FOODS_3_663,FOODS_3,FOODS
FOODS_3_664,FOODS_3,FOODS
FOODS_3_665,FOODS_3,FOODS
FOODS_3_666,FOODS_3,FOODS
FOODS_3_667,FOODS_3,FOODS
FOODS_3_668,FOODS_3,FOODS
FOODS_3_669,FOODS_3,FOODS
FOODS_3_670,FOODS_3,FOODS
FOODS_3_671,FOODS_3,FOODS
FOODS_3_672,FOODS_3,FOODS
FOODS_3_673,FOODS_3,FOODS
FOODS_3_674,FOODS_3,FOODS
FOODS_3_675,FOODS_3,FOODS
FOODS_3_676,FOODS_3,FOODS
FOODS_3_677,FOODS_3,FOODS
FOODS_3_678,FOODS_3,FOODS
FOODS_3_679,FOODS_3,FOODS
FOODS_3_680,FOODS_3,FOODS
FOODS_3_681,FOODS_3,FOODS
FOODS_3_682,FOODS_3,FOODS
FOODS_3_683,FOODS_3,FOODS
FOODS_3_684,FOODS_3,FOODS
FOODS_3_685,FOODS_3,FOODS
FOODS_3_686,FOODS_3,FOODS
FOODS_3_687,FOODS_3,FOODS
FOODS_3_688,FOODS_3,FOODS
FOODS_3_689,FOODS_3,FOODS
FOODS_3_690,FOODS_3,FOODS
FOODS_3_691,FOODS_3,FOODS
FOODS_3_692,FOODS_3,FOODS
FOODS_3_693,FOODS_3,FOODS
FOODS_3_694,FOODS_3,FOODS
FOODS_3_695,FOODS_3,FOODS
FOODS_3_696,FOODS_3,FOODS
FOODS_3_697,FOODS_3,FOODS
FOODS_3_698,FOODS_3,FOODS
FOODS_3_700,FOODS_3,FOODS
FOODS_3_701,FOODS_3,FOODS
FOODS_3_702,FOODS_3,FOODS
FOODS_3_703,FOODS_3,FOODS
FOODS_3_704,FOODS_3,FOODS
FOODS_3_705,FOODS_3,FOODS
FOODS_3_706,FOODS_3,FOODS
FOODS_3_707,FOODS_3,FOODS
FOODS_3_708,FOODS_3,FOODS
FOODS_3_709,FOODS_3,FOODS
FOODS_3_710,FOODS_3,FOODS
FOODS_3_711,FOODS_3,FOODS
FOODS_3_712,FOODS_3,FOODS
FOODS_3_713,FOODS_3,FOODS
FOODS_3_714,FOODS_3,FOODS
FOODS_3_715,FOODS_3,FOODS
FOODS_3_716,FOODS_3,FOODS
FOODS_3_717,FOODS_3,FOODS
FOODS_3_718,FOODS_3,FOODS
FOODS_3_719,FOODS_3,FOODS
