item_id,dept_id,d_1842,d_1843,d_1844,d_1845,d_1846,d_1847,d_1848,d_1849,d_1850,d_1851,d_1852,d_1853,d_1854,d_1855,d_1856,d_1857,d_1858,d_1859,d_1860,d_1861,d_1862,d_1863,d_1864,d_1865,d_1866,d_1867,d_1868,d_1869,d_1870,d_1871,d_1872,d_1873,d_1874,d_1875,d_1876,d_1877,d_1878,d_1879,d_1880,d_1881,d_1882,d_1883,d_1884,d_1885,d_1886,d_1887,d_1888,d_1889,d_1890,d_1891,d_1892,d_1893,d_1894,d_1895,d_1896,d_1897,d_1898,d_1899,d_1900,d_1901,d_1902,d_1903,d_1904,d_1905,d_1906,d_1907,d_1908,d_1909,d_1910,d_1911,d_1912,d_1913,d_1914,d_1915,d_1916,d_1917,d_1918,d_1919,d_1920,d_1921,d_1922,d_1923,d_1924,d_1925,d_1926,d_1927,d_1928,d_1929,d_1930,d_1931,d_1932,d_1933,d_1934,d_1935,d_1936,d_1937,d_1938,d_1939,d_1940,d_1941
FOODS_2_183,FOODS_2,4,1,9,14,9,11,9,11,17,8,3,5,4,6,5,7,9,3,8,8,5,4,12,10,3,1,3,3,3,1,7,3,3,5,0,3,2,1,2,7,4,0,3,3,3,3,7,5,1,1,4,4,5,4,3,2,12,8,0,4,6,3,0,3,4,1,3,6,1,4,5,7,1,3,2,0,2,3,4,6,5,1,4,2,4,4,2,7,0,1,3,4,7,0,5,1,0,4,2,4
FOODS_1_196,FOODS_1,7,0,0,0,5,3,3,8,15,12,0,0,12,7,4,1,0,0,2,30,3,3,1,0,0,0,6,8,2,5,0,1,0,6,4,5,9,0,0,0,5,3,8,5,0,0,3,8,4,6,9,0,0,0,2,14,5,0,0,3,4,6,4,19,0,0,0,0,1,2,5,3,8,0,1,8,2,4,0,1,8,3,2,8,2,1,4,0,4,1,2,0,14,0,0,1,3,5,14,0
FOODS_3_369,FOODS_3,0,8,0,7,1,4,4,5,3,5,2,4,5,2,10,3,5,5,3,1,6,3,4,6,2,2,5,4,3,3,5,4,3,6,4,4,3,4,3,4,2,2,1,4,4,3,2,3,2,2,7,7,2,7,5,3,1,8,5,7,4,4,1,7,3,8,0,2,4,6,3,6,4,4,3,3,7,5,5,0,7,3,2,8,6,3,9,6,4,3,4,3,11,1,3,2,0,5,7,5
FOODS_3_393,FOODS_3,8,4,12,11,12,2,3,8,10,9,8,8,12,6,9,5,3,0,7,9,11,5,15,10,13,10,11,3,10,14,8,1,1,1,0,5,12,12,7,10,7,4,4,11,5,3,6,7,8,12,10,8,12,9,7,2,9,12,11,5,5,7,6,6,9,15,7,6,9,3,9,9,9,5,3,3,4,9,6,9,11,7,10,8,14,10,12,10,13,9,6,4,11,8,3,9,7,11,15,16
FOODS_3_330,FOODS_3,6,8,3,1,1,1,7,6,1,1,2,2,2,2,1,3,5,1,1,0,5,4,2,0,0,4,0,2,0,5,1,0,3,6,3,1,3,2,1,4,2,2,4,0,3,3,4,3,2,1,5,3,5,6,4,4,2,8,1,0,4,5,3,0,0,1,2,2,1,0,1,5,0,1,0,2,4,2,0,1,1,3,3,3,1,0,3,6,1,0,2,4,4,6,3,7,3,5,3,6
FOODS_2_294,FOODS_2,5,2,8,3,11,7,4,8,3,5,6,6,7,1,9,3,4,1,2,6,0,0,8,3,5,1,5,3,9,0,17,10,7,1,4,4,15,0,4,8,0,3,2,5,1,2,2,2,3,3,2,0,4,6,7,0,4,2,5,8,1,0,3,6,6,20,1,2,5,9,4,4,3,8,2,0,2,7,7,7,3,0,8,5,12,3,9,0,8,1,8,7,11,3,6,1,3,1,3,7
FOODS_3_819,FOODS_3,1,7,0,2,3,1,4,0,4,5,1,1,1,0,1,2,2,2,5,1,3,0,5,3,1,12,1,0,0,4,3,1,0,3,0,0,2,2,1,0,0,0,11,2,1,1,1,0,1,1,0,0,0,0,1,1,5,0,1,0,1,2,1,0,1,0,0,0,0,0,4,3,2,1,2,0,2,0,6,1,0,7,0,2,6,2,2,1,2,3,1,0,2,1,1,1,0,1,1,2
FOODS_3_614,FOODS_3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,4,5,5,2,4,7,3,2,0,4,4,1,2,2,5,4,4,0,4,1,3,2,2,2,2,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_097,FOODS_3,0,3,6,4,1,3,2,7,12,4,0,2,7,3,6,6,5,4,2,4,0,0,6,4,3,4,3,4,8,9,6,0,3,7,1,4,5,8,8,0,6,4,1,1,2,3,2,4,3,3,11,7,3,6,4,0,0,0,0,6,13,5,0,3,4,3,3,5,6,2,5,6,5,2,3,3,5,6,4,6,8,4,0,1,0,4,6,8,5,0,6,5,9,3,1,0,0,0,0,0
FOODS_3_076,FOODS_3,7,5,8,7,5,10,11,6,4,2,4,6,20,9,8,10,7,14,4,7,5,10,10,1,7,5,5,11,8,7,27,2,12,9,6,13,8,7,4,4,5,9,18,10,2,5,0,12,9,12,9,4,8,5,5,10,10,7,8,11,7,8,7,7,9,4,3,4,5,13,13,5,4,7,6,3,2,4,14,7,5,5,3,4,6,6,3,6,3,6,8,3,9,7,3,4,4,10,7,1
FOODS_2_030,FOODS_2,2,3,3,4,3,2,0,3,3,3,3,0,2,1,1,2,2,1,2,4,4,3,3,6,2,2,5,2,4,3,0,2,4,0,2,3,1,5,0,2,2,1,2,0,2,2,0,3,4,1,1,2,2,1,2,0,3,4,3,1,1,3,1,3,0,0,1,1,1,1,2,2,0,2,1,0,2,2,4,0,1,2,1,3,1,0,0,3,3,3,2,2,2,2,0,0,0,2,1,1
FOODS_3_203,FOODS_3,2,3,6,6,2,2,2,6,3,4,2,5,2,2,4,4,5,1,4,2,0,4,5,4,4,1,3,2,5,6,0,2,6,5,5,2,6,3,6,2,4,0,3,3,1,7,1,2,1,3,4,5,4,5,5,5,2,2,5,4,1,2,5,5,7,7,4,3,2,3,3,7,6,3,5,0,2,7,3,7,1,4,1,1,0,6,5,3,2,0,3,2,5,4,4,0,1,0,4,2
FOODS_2_349,FOODS_2,7,11,6,5,5,5,5,6,10,6,3,6,3,4,5,6,2,8,9,5,2,1,10,6,9,4,7,2,5,5,2,5,4,4,7,0,10,9,3,0,6,3,3,6,5,2,5,2,4,4,9,2,2,6,3,6,6,7,5,4,2,2,3,7,6,4,6,2,6,0,1,11,2,3,5,2,2,2,1,8,6,5,2,5,3,6,11,7,7,1,3,3,7,6,0,3,4,4,2,6
FOODS_3_434,FOODS_3,1,0,1,2,6,1,2,0,0,5,0,1,3,0,0,3,1,3,1,1,2,1,3,3,0,0,1,3,0,1,1,1,0,0,1,0,3,0,0,1,1,1,1,1,2,1,1,0,2,0,1,2,1,1,1,1,2,3,3,2,0,2,0,1,3,2,0,1,4,0,0,1,1,0,0,3,1,2,5,4,3,1,1,1,0,2,2,0,1,4,1,0,2,2,0,0,0,0,1,1
FOODS_3_378,FOODS_3,1,2,3,2,2,2,1,2,5,0,2,2,1,0,2,1,2,3,1,0,3,5,3,4,2,4,0,3,0,2,4,3,0,2,0,1,3,5,1,3,1,3,1,2,0,1,2,4,1,1,2,1,4,0,0,3,2,4,1,2,1,2,0,3,2,1,2,3,2,2,4,2,2,1,1,3,4,3,2,1,0,2,1,1,2,3,3,1,4,2,1,0,3,1,2,1,3,0,3,3
FOODS_3_121,FOODS_3,8,4,13,13,10,11,6,11,7,7,13,12,4,10,8,10,6,5,6,7,0,12,15,7,7,4,2,5,8,11,5,4,5,9,6,5,7,5,4,3,8,4,6,5,1,2,3,5,4,11,17,10,13,6,9,11,16,15,10,5,6,3,3,3,4,9,8,3,5,13,3,8,6,8,6,6,4,2,9,8,11,9,0,5,6,9,5,11,10,5,6,6,9,5,5,2,8,1,2,5
FOODS_3_144,FOODS_3,6,8,7,0,2,1,4,3,2,3,2,6,4,0,5,3,9,4,4,4,2,3,8,3,5,3,1,0,2,2,1,6,4,2,5,3,1,2,10,4,3,2,7,4,2,4,2,1,3,7,1,1,6,7,3,7,2,4,7,3,4,4,5,5,14,6,5,8,6,4,7,6,2,2,5,8,2,7,3,3,2,10,4,2,6,2,6,6,6,1,5,1,6,6,5,10,7,2,3,4
FOODS_3_460,FOODS_3,4,2,3,4,3,3,4,1,11,1,3,6,2,2,4,3,2,0,1,2,8,6,4,4,2,4,6,0,5,5,0,2,7,2,2,5,5,5,7,4,5,3,3,5,2,3,5,5,1,5,7,8,6,4,1,9,8,7,7,8,5,1,0,0,2,1,2,0,0,0,1,2,1,2,2,1,0,2,1,1,3,2,1,0,0,2,3,0,1,2,0,1,4,4,1,3,0,3,3,3
FOODS_1_088,FOODS_1,3,4,2,3,4,9,2,5,7,4,1,9,3,4,4,8,6,2,3,4,1,5,3,5,2,4,1,1,6,1,3,0,3,9,3,3,4,1,3,5,1,4,13,4,7,2,3,2,7,1,0,4,7,3,1,7,3,13,8,3,2,0,8,6,10,6,1,6,4,2,7,6,0,3,0,3,0,2,9,4,5,2,2,0,5,7,5,5,4,3,4,3,5,4,2,3,2,3,4,11
FOODS_3_672,FOODS_3,1,0,0,3,1,0,7,0,1,4,3,1,0,0,3,1,2,1,5,2,0,1,0,1,3,1,1,4,0,2,2,1,8,2,2,1,5,1,3,7,5,2,3,1,3,2,5,1,4,0,4,5,6,3,3,3,5,7,4,1,2,1,1,1,6,0,3,4,0,0,0,0,2,0,0,0,0,0,0,2,5,1,1,4,2,6,10,2,5,1,2,1,4,4,2,2,1,0,0,0
FOODS_2_388,FOODS_2,4,0,2,0,2,1,2,0,4,0,1,3,4,3,8,11,2,5,2,3,1,1,6,4,9,6,15,5,3,4,4,5,0,1,2,4,2,3,5,1,1,4,1,5,0,8,9,3,6,2,4,2,4,3,1,0,4,4,2,3,3,7,2,2,2,0,3,7,3,0,1,6,3,2,3,1,3,2,4,1,0,5,5,1,4,0,3,0,2,1,3,4,2,3,3,2,1,4,0,2
FOODS_3_750,FOODS_3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,3,2,2,4,2,0,8,5,2,0,2,10,1,2,3,2,2,4,5,4,8,5,5,6,4,6,5,2,2,4,3,1,7,2,6,3,4,1,1,2,6,9,0,3,4,5,5,2,0,7,1,5,3,3,4,5,7,3,5,4,4,0,9
FOODS_3_475,FOODS_3,4,1,3,2,0,1,2,12,4,0,2,1,1,0,1,2,2,1,2,9,2,17,0,3,9,2,1,1,1,5,5,2,7,0,1,0,0,1,3,4,0,0,1,2,0,0,1,0,4,2,3,0,2,1,0,1,4,5,0,2,1,0,2,1,2,3,2,0,3,1,3,15,0,4,2,0,3,2,4,0,5,3,0,3,1,1,4,1,5,2,0,0,1,1,3,1,1,1,3,3
FOODS_2_075,FOODS_2,4,4,2,11,8,5,7,10,8,7,8,8,1,5,4,8,0,2,4,1,3,6,3,1,6,0,2,2,5,6,1,6,6,2,1,7,14,4,0,0,5,10,9,5,3,7,5,20,7,2,9,2,7,5,5,2,10,7,7,3,4,9,3,8,4,7,5,4,2,4,1,9,6,9,1,8,3,4,11,5,7,4,11,0,3,8,9,10,2,4,2,7,11,6,2,5,3,1,7,12
FOODS_3_093,FOODS_3,2,4,3,3,1,2,2,8,0,2,1,2,2,3,3,0,4,7,4,4,1,4,3,4,2,2,2,4,4,2,4,1,2,4,7,2,0,2,2,2,0,1,4,4,1,2,2,1,6,2,4,4,4,2,3,2,3,5,4,4,4,3,1,3,4,1,3,4,4,2,1,4,2,1,1,0,1,4,1,2,0,0,11,0,0,0,4,1,5,2,2,6,4,2,0,0,4,9,0,1
FOODS_3_435,FOODS_3,8,2,4,6,1,6,4,2,0,1,4,4,5,4,2,8,5,2,2,2,3,8,4,1,3,2,2,0,4,6,3,2,3,0,4,6,5,2,1,4,1,5,8,8,1,3,4,1,9,5,5,5,5,4,3,2,7,5,5,2,5,8,1,2,0,4,4,1,1,2,3,2,1,1,7,5,1,2,6,9,3,3,6,1,6,4,3,3,5,7,4,8,4,2,5,4,1,10,4,3
FOODS_3_592,FOODS_3,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,3,11,11,9,10,7,7,3,6,9,5,4,4,6,3,8,9,7,5,2,2,18,1,11,2,1,6,3,1,4,5,3,2,6,0,4,3,3,3,3,3,1,3,3,3,14,5,1,1,5,5,4,3,5,3,1,3,2,4,4,4,6,2,2,4,5,4,6,3,0,0,2,1,4,2,1,2,1,4,3
FOODS_2_166,FOODS_2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,4,4,4,3,0,3,2,8,2,1,2,1,0,1,1
FOODS_3_317,FOODS_3,4,7,6,2,5,2,4,2,3,1,0,5,4,6,1,6,2,1,3,2,2,4,2,3,1,3,2,6,2,3,15,8,3,4,5,3,2,8,2,2,6,5,3,3,2,1,6,0,1,0,2,16,0,2,0,1,6,2,0,0,0,1,2,0,1,2,2,3,0,9,0,6,0,4,4,4,0,0,0,0,8,4,0,0,4,7,3,4,5,0,1,0,2,2,11,0,1,1,2,9
FOODS_1_099,FOODS_1,10,6,8,14,8,7,7,7,11,10,6,6,7,14,6,3,6,5,14,3,18,7,6,7,14,7,20,18,10,12,26,2,5,4,5,11,5,11,7,10,6,15,21,15,3,10,9,6,4,0,6,4,19,6,6,5,7,4,6,6,4,12,12,18,4,5,4,4,0,7,13,6,16,7,10,9,9,17,9,9,10,16,11,10,11,7,4,10,5,5,8,3,8,17,8,2,0,4,17,10
FOODS_3_610,FOODS_3,3,2,5,2,2,2,2,3,1,3,0,5,2,2,1,2,5,1,2,2,3,3,3,5,2,7,5,1,5,1,1,1,0,1,2,5,3,4,0,1,2,5,0,4,1,1,5,0,1,5,3,7,2,2,2,2,3,4,3,3,0,0,0,0,1,2,5,6,2,2,2,3,0,0,4,1,1,4,5,1,3,2,6,1,1,2,4,1,2,3,1,0,5,1,5,3,1,0,2,8
FOODS_3_805,FOODS_3,2,1,2,5,0,0,0,0,5,0,1,1,1,0,3,1,3,0,3,6,2,1,2,1,3,3,1,0,4,0,0,3,4,1,1,1,2,3,0,0,0,0,3,3,0,0,0,0,3,2,1,1,3,1,4,1,1,4,0,3,0,0,2,3,3,1,1,0,1,0,2,2,1,5,1,0,1,3,1,0,4,2,0,0,3,1,1,3,1,3,0,1,2,0,3,4,0,2,1,0
FOODS_3_732,FOODS_3,0,0,0,0,1,0,2,0,1,1,0,0,0,1,0,0,6,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,1,3,4,2,0,2,1,1,1,3,4,7,0,1,3,6,2,4
FOODS_2_342,FOODS_2,6,5,8,4,6,6,8,7,11,5,4,0,1,3,6,2,6,7,5,6,3,8,6,10,6,4,3,3,7,8,6,4,6,5,4,4,8,6,3,1,1,5,7,5,5,0,4,3,6,9,7,7,13,6,11,6,7,6,5,7,1,3,1,2,8,7,4,5,6,2,6,7,5,1,4,3,3,4,6,4,6,6,5,3,4,3,5,10,0,6,5,5,9,3,5,1,4,2,9,8
FOODS_3_307,FOODS_3,4,4,8,4,6,8,6,12,8,11,6,3,5,9,13,12,6,8,4,11,15,10,15,9,8,8,9,12,9,12,11,5,6,5,12,13,17,7,6,10,21,12,22,6,14,11,10,10,7,9,18,9,9,9,6,13,17,15,6,9,5,9,13,8,12,14,5,7,12,13,9,14,4,11,7,11,8,13,13,10,9,6,5,11,12,8,11,8,6,5,12,8,11,10,10,10,6,8,17,15
FOODS_3_674,FOODS_3,7,6,2,4,10,0,6,4,9,2,2,1,2,6,2,5,7,4,7,7,3,8,9,2,5,1,2,8,8,19,10,2,7,2,3,8,6,8,5,8,1,3,5,2,2,5,2,3,3,0,6,2,2,2,1,0,2,9,7,1,3,4,1,2,5,1,2,0,0,1,1,1,0,1,0,2,3,1,2,1,1,3,3,2,3,0,3,0,0,4,2,1,0,6,0,2,2,4,0,4
FOODS_3_089,FOODS_3,2,3,6,0,1,0,0,1,4,3,3,0,2,0,4,2,2,2,3,0,0,9,2,0,0,3,2,3,2,1,1,1,1,1,0,1,2,0,4,1,1,0,0,0,1,1,0,0,2,2,2,3,1,0,0,0,1,0,1,3,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOODS_3_634,FOODS_3,5,3,6,0,3,2,3,5,1,5,5,5,4,4,9,3,3,2,3,2,5,8,7,5,5,2,2,3,6,0,4,0,0,5,6,5,5,3,2,4,2,7,6,14,2,3,1,2,4,8,9,5,5,8,0,9,5,3,3,5,3,2,4,9,5,3,3,1,2,6,6,3,4,0,4,6,4,4,7,6,6,3,1,3,5,4,5,7,0,4,3,7,3,5,3,1,2,5,3,8
FOODS_3_232,FOODS_3,6,4,5,1,4,2,7,7,3,2,0,0,1,6,3,5,4,0,1,4,3,11,3,6,1,0,0,3,2,4,7,2,3,1,3,3,1,2,3,1,2,2,4,5,2,2,0,0,0,3,1,4,4,1,5,0,3,4,4,1,1,2,1,4,5,1,5,1,0,2,5,1,2,4,3,3,3,3,3,3,4,1,3,3,6,1,3,1,3,1,2,6,3,0,3,2,2,5,4,5
FOODS_3_578,FOODS_3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,1,5,5,14,2,1,6,1,4,9,8,9,7,10,3,3,4,2,9,9,6,5,8,5,5,1,7,12,6,6,11
FOODS_3_191,FOODS_3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,2,1,6,0,2,5,1,3,1,1,1,4,4,4,6,0,0,1,1,1,2,0,1,0,1,0,0,0,2,1,1,2,3,1,1,1,4,3,2,3,1,0,0,4,2,0,0,1,1,3,0,0,0,1,1,3,1,1,1,4,2,1,0,6,3,0,2,1,1,1,4,2,3,0,1,1,2,6,1,4,1,4,6
FOODS_3_742,FOODS_3,2,2,0,2,2,0,1,2,3,1,1,1,0,3,2,1,2,8,0,1,2,1,4,2,8,3,0,3,0,1,0,1,3,6,2,4,1,0,1,0,1,8,3,0,0,1,3,0,2,3,6,1,2,4,1,0,2,0,0,2,2,1,1,0,3,4,3,1,2,1,0,1,0,2,4,0,0,3,1,0,4,4,0,3,3,1,0,0,0,0,2,4,2,2,2,1,1,5,1,0
FOODS_1_210,FOODS_1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,5,10,5,6,9,9,19,6,5,8,14,9,4,0,1,6,12,10,5,16,1,2,0,14,11
FOODS_3_689,FOODS_3,7,6,10,4,7,6,8,6,9,4,4,0,0,6,8,16,4,12,7,1,0,8,10,6,8,11,2,7,16,12,9,4,9,9,8,4,12,9,7,8,7,6,7,9,12,5,10,7,9,9,11,8,11,8,3,8,4,15,5,7,5,5,3,3,5,4,4,3,4,4,2,1,5,1,1,3,4,3,5,4,3,4,3,4,8,2,2,3,2,2,6,2,2,4,0,3,3,3,4,4
FOODS_3_638,FOODS_3,0,0,3,4,4,3,3,5,7,8,2,3,2,3,3,6,0,4,3,7,4,11,10,5,6,4,3,7,3,8,8,4,2,6,2,4,9,1,5,5,5,11,5,2,1,3,2,7,6,6,6,4,3,5,2,4,10,9,4,10,2,3,3,4,8,4,5,1,4,0,10,9,3,3,1,1,4,5,13,3,1,3,11,4,6,8,5,4,6,10,3,1,4,6,4,1,2,6,0,9
FOODS_3_292,FOODS_3,5,2,4,8,7,5,7,7,6,4,7,6,5,4,5,8,5,5,5,4,7,7,4,5,6,7,4,5,4,5,5,3,0,1,0,9,9,4,5,6,2,8,8,2,6,5,12,4,8,4,11,7,5,4,9,6,5,11,7,5,8,6,5,5,2,0,0,4,4,10,8,8,8,2,3,1,6,1,7,9,4,11,6,6,10,7,8,8,9,11,6,5,5,9,3,8,4,8,6,6
FOODS_2_194,FOODS_2,2,5,0,3,3,6,0,0,5,2,4,0,4,3,2,3,2,2,6,2,0,1,6,4,1,0,5,0,0,4,3,2,2,1,0,2,4,2,2,2,0,0,1,1,1,3,3,1,2,3,0,2,6,6,1,0,5,6,4,3,0,3,3,1,3,5,0,1,0,2,0,3,1,2,0,1,0,0,1,1,2,1,2,1,1,2,4,4,2,1,0,2,4,1,2,0,2,2,1,1
FOODS_3_661,FOODS_3,7,10,7,8,6,3,7,9,13,5,2,3,5,9,10,13,6,4,5,8,4,12,7,7,6,7,7,6,10,5,10,5,6,7,6,9,13,7,7,4,5,13,12,14,5,7,9,5,10,4,12,6,10,7,8,4,5,6,2,8,9,4,15,12,3,8,7,5,7,6,15,6,11,7,11,3,5,7,12,7,9,5,6,7,8,12,5,5,4,6,7,9,3,6,12,7,4,5,14,6
FOODS_3_459,FOODS_3,1,0,0,1,3,2,4,4,7,1,0,1,1,3,4,4,2,3,2,0,1,1,5,2,2,2,3,3,4,3,4,3,1,0,2,6,6,1,1,4,2,11,1,5,0,1,3,8,2,4,5,2,2,2,2,2,6,3,2,3,2,4,4,5,5,2,2,1,0,1,3,4,5,0,2,1,5,1,0,1,6,2,1,1,6,4,0,3,7,4,1,8,4,0,5,2,1,5,5,4
FOODS_3_632,FOODS_3,1,3,1,2,0,2,6,2,3,2,5,0,3,1,3,5,3,3,4,3,5,3,7,2,5,2,3,3,2,5,0,3,2,2,2,3,3,3,4,2,3,1,2,2,5,3,2,3,3,2,3,1,9,5,2,7,6,7,2,1,3,1,0,8,4,0,5,3,1,2,8,6,2,0,3,2,2,2,4,3,6,3,2,3,6,1,4,3,2,3,6,4,9,1,1,2,2,1,2,5
FOODS_3_654,FOODS_3,10,6,6,7,8,3,8,10,13,7,9,10,7,10,13,9,4,12,15,9,6,7,4,4,2,8,3,7,9,7,10,5,10,6,11,8,8,6,8,7,6,6,5,10,6,11,7,5,12,11,13,5,7,6,12,9,11,6,12,8,14,4,10,10,10,8,1,10,9,9,6,9,2,3,4,7,5,13,11,6,8,10,7,3,7,3,6,5,8,4,2,9,4,3,4,8,5,10,4,12
FOODS_3_372,FOODS_3,10,10,12,11,10,6,8,4,8,5,7,5,8,11,5,7,7,3,6,5,11,8,0,11,5,8,6,4,11,11,7,14,1,11,10,7,10,6,5,13,6,4,15,13,6,7,3,6,13,11,11,7,6,7,3,6,9,7,9,12,8,9,10,12,3,8,2,7,1,8,12,9,5,3,4,6,4,8,4,7,10,9,4,5,1,2,5,7,8,4,6,16,1,5,2,9,5,7,11,6
FOODS_3_066,FOODS_3,4,13,15,13,5,3,7,7,6,8,9,6,2,12,10,4,5,11,10,4,4,12,7,5,7,6,5,5,13,4,6,3,5,6,6,12,13,7,5,12,7,11,11,11,11,7,7,4,6,7,9,9,4,5,7,5,16,7,3,4,3,8,8,10,7,5,7,6,5,6,8,16,8,4,6,3,6,7,11,4,5,5,4,10,15,5,6,5,3,8,7,7,2,7,1,3,5,8,8,5
FOODS_3_139,FOODS_3,3,4,2,0,6,2,1,4,2,0,0,0,0,3,1,3,3,2,5,1,3,4,2,5,2,3,5,4,0,5,3,5,1,0,3,1,1,2,1,5,0,1,3,6,2,0,6,5,3,2,0,4,2,3,2,3,2,2,2,2,3,2,2,3,2,2,4,4,3,3,5,3,4,1,2,2,3,6,1,5,5,3,3,2,4,3,5,0,3,3,6,3,5,4,1,5,3,3,2,5
FOODS_3_132,FOODS_3,0,4,0,2,0,1,3,1,0,2,2,1,1,0,4,1,1,0,2,1,1,2,1,2,2,1,0,4,2,0,0,0,5,1,2,3,2,1,0,1,3,2,5,2,3,0,3,2,3,1,3,0,0,2,1,2,0,3,1,0,1,0,0,1,2,1,1,1,2,2,1,0,0,1,1,0,2,1,2,2,1,1,1,3,2,2,0,0,1,2,2,1,2,0,2,1,3,1,2,1
FOODS_3_042,FOODS_3,3,2,1,1,0,0,3,0,4,2,2,0,0,2,1,4,2,1,2,2,0,0,2,0,2,1,1,0,1,0,2,2,0,3,0,3,3,0,5,3,2,0,1,5,1,5,1,2,4,1,5,1,1,4,0,6,1,2,2,1,1,2,3,2,0,4,5,2,4,2,1,2,4,3,1,1,1,4,2,3,2,3,2,6,4,3,2,4,4,3,3,1,2,3,3,2,2,7,3,5
FOODS_3_236,FOODS_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,12,19,8,8,10,9,14,5,7,8,6,8,6,2,5,15,11,8,7,6,7,8,12,9,7,8,6,5,8,13,12,3,7,4,7,9,20,5,15,19,4,4,6,4,12,1,7,7,5,8,5,8,7,3,2,3,7,6,8,5,8,1,2,6,8,8,6,5,3,1,3,7,5,5,2,3,2,5,3
FOODS_2_101,FOODS_2,0,0,6,1,0,2,7,3,5,3,4,0,1,0,0,0,3,2,0,8,3,4,5,4,2,7,6,4,4,0,0,3,3,4,4,7,3,5,4,5,3,5,4,2,6,5,3,5,3,3,2,2,5,4,4,9,6,5,0,5,4,1,5,3,3,6,1,4,2,4,2,3,4,1,5,8,4,3,6,4,3,5,8,4,2,7,5,7,1,4,3,6,0,0,5,4,3,0,3,2
FOODS_1_106,FOODS_1,5,3,2,0,0,0,3,3,16,8,5,1,0,0,0,0,3,3,2,2,2,2,2,0,2,3,3,3,5,0,2,1,0,0,9,2,1,9,0,1,0,6,5,1,0,0,3,8,2,12,10,4,4,3,3,6,3,0,0,0,0,0,12,0,0,3,4,5,6,2,4,0,0,0,0,0,5,3,8,2,1,9,1,1,7,8,16,0,0,1,3,5,2,0,6,2,2,7,7,6
FOODS_3_257,FOODS_3,1,1,4,1,4,8,0,2,5,4,3,0,2,3,6,1,5,5,2,2,5,3,5,1,0,1,2,4,4,3,2,1,4,1,3,5,1,4,5,1,0,5,3,1,6,0,4,3,7,6,3,3,5,2,2,7,1,0,4,4,3,2,1,2,4,1,3,0,4,0,2,1,2,1,2,3,0,2,5,3,3,2,4,2,1,5,1,1,1,2,6,1,2,0,5,2,1,0,3,4
FOODS_3_788,FOODS_3,0,0,3,3,8,2,0,2,6,3,7,2,2,3,3,3,4,6,5,6,3,1,6,2,1,3,5,0,2,4,2,0,4,5,4,1,2,8,4,2,1,4,0,2,6,4,2,5,4,4,4,3,3,5,1,3,6,6,2,2,3,1,2,2,5,6,2,0,0,1,3,2,4,3,7,2,5,5,4,6,1,4,2,4,2,2,2,1,0,3,3,2,2,1,4,1,1,1,2,3
FOODS_3_021,FOODS_3,0,0,1,0,0,2,0,1,1,0,1,4,2,2,3,0,1,1,2,2,1,1,4,2,2,1,0,2,2,4,2,1,1,3,0,0,3,3,1,3,0,2,3,4,0,0,1,0,0,1,1,1,2,3,2,0,0,0,1,0,0,1,1,3,3,0,2,0,2,0,0,1,2,1,1,1,2,0,1,3,0,2,0,2,0,1,0,0,2,0,5,0,1,1,5,2,2,0,3,4
