item_id,dept_id,Popularity,Volatility,Sparsity,product_name
FOODS_1_194,FOODS_1,5320,0.81,18.0,Organic Valley Probiotic Drink
FOODS_1_215,FOODS_1,5309,0.95,17.0,Dole Cheddar Cheese Block
FOODS_3_142,FOODS_3,5282,0.77,20.0,Nature Valley Canned Sweet Corn
FOODS_2_285,FOODS_2,5256,0.9,13.0,Annie's Meatball Sub Kit
FOODS_1_013,FOODS_1,5250,1.07,24.0,Annie's Orange Juice (No Pulp)
FOODS_1_166,FOODS_1,5249,0.83,13.0,General Mills Half & Half Creamer
FOODS_3_566,FOODS_3,5239,0.75,6.0,General Mills Strawberry Jam
FOODS_3_302,FOODS_3,5233,0.49,8.0,Nature Valley Roasted Peanuts
FOODS_2_304,FOODS_2,5231,0.43,2.0,Great Value Smoked Turkey Deli Slices
FOODS_1_087,FOODS_1,5217,0.59,1.0,Dole Ricotta Cheese
FOODS_3_628,FOODS_3,5217,0.63,6.0,Kelloggs Strawberry Jam
FOODS_3_508,FOODS_3,5216,1.35,25.0,Stonyfield Tortilla Chips
FOODS_3_301,FOODS_3,5193,0.88,19.0,Annie's Chocolate Chip Cookies
FOODS_2_289,FOODS_2,5193,0.84,18.0,Marketside Turkey Bacon
FOODS_2_274,FOODS_2,5192,0.73,10.0,Organic Valley Smoked Turkey Deli Slices
FOODS_2_384,FOODS_2,5170,0.59,10.0,Great Value Raw Shrimp (Peeled)
FOODS_2_116,FOODS_2,5127,1.55,59.0,Kelloggs Pork Loin Chops
FOODS_1_201,FOODS_1,5119,0.98,19.0,Tyson Pepper Jack Cubes
FOODS_3_184,FOODS_3,5115,0.74,39.0,Chobani Fruit Snacks
FOODS_3_224,FOODS_3,5089,0.8,20.0,Great Value Peanut Butter (Creamy)
FOODS_3_551,FOODS_3,5069,0.64,12.0,Dole Instant Coffee
FOODS_3_590,FOODS_3,5055,0.64,37.0,Nature Valley Red Gala Apples
FOODS_1_045,FOODS_1,5026,0.9,37.0,Annie's Liquid Egg Whites
FOODS_3_241,FOODS_3,5025,0.67,23.0,Marketside Instant Coffee
FOODS_3_795,FOODS_3,5009,0.56,1.0,Silk Iceberg Lettuce
FOODS_3_138,FOODS_3,5007,0.74,8.0,Horizon Honey Nut Cereal
FOODS_3_479,FOODS_3,4994,1.56,26.0,Quaker Honey Nut Cereal
FOODS_3_249,FOODS_3,4992,0.58,31.0,Tyson Red Gala Apples
FOODS_3_646,FOODS_3,4985,0.84,39.0,General Mills Avocados (Hass)
FOODS_2_139,FOODS_2,4985,1.35,23.0,Silk Turkey Bacon
FOODS_2_306,FOODS_2,4971,2.26,37.0,Organic Valley Pork Sausage Links
FOODS_2_283,FOODS_2,4956,1.52,38.0,Silk Mixed Vegetable Medley
FOODS_3_584,FOODS_3,4903,1.36,42.0,Chobani Avocados (Hass)
FOODS_1_113,FOODS_1,4901,0.73,17.0,Marketside Blueberry Yogurt 4pk
FOODS_3_823,FOODS_3,4879,0.6,29.0,Dole Granola Bars (Oats)
FOODS_1_121,FOODS_1,4872,1.25,45.0,Tyson 2% Reduced Fat Milk
FOODS_2_086,FOODS_2,4865,0.73,6.0,General Mills Pork Loin Chops
FOODS_3_082,FOODS_3,4830,1.08,39.0,Organic Valley Iceberg Lettuce
FOODS_1_200,FOODS_1,4824,0.68,3.0,Chobani Vanilla Bean Yogurt
FOODS_3_248,FOODS_3,4824,0.81,20.0,Chobani Organic Bananas (Bunch)
FOODS_3_565,FOODS_3,4821,0.61,4.0,Kraft Peanut Butter (Creamy)
FOODS_1_172,FOODS_1,4798,1.54,28.0,Stonyfield Salted Butter Sticks
FOODS_3_126,FOODS_3,4791,0.83,4.0,Nature Valley Sliced White Bread
FOODS_2_247,FOODS_2,4791,0.95,26.0,Dole Frozen Mixed Berries
FOODS_1_120,FOODS_1,4791,1.54,76.0,Chobani Whole Milk (1 gal)
FOODS_3_394,FOODS_3,4790,0.92,19.0,Horizon Chocolate Chip Cookies
FOODS_3_648,FOODS_3,4786,1.13,32.0,Chobani Pretzels
FOODS_3_008,FOODS_3,4783,1.48,84.0,Chobani Strawberry Jam
FOODS_1_142,FOODS_1,4763,1.23,30.0,Nature Valley Salted Butter Sticks
FOODS_3_665,FOODS_3,4716,0.59,11.0,Tyson Honey Nut Cereal
FOODS_3_814,FOODS_3,4696,0.74,12.0,Nature Valley Strawberry Jam
FOODS_3_400,FOODS_3,4694,0.85,30.0,Great Value Pretzels
FOODS_2_368,FOODS_2,4672,0.56,3.0,Great Value Atlantic Salmon Fillet
FOODS_1_027,FOODS_1,4641,0.59,13.0,Silk Ricotta Cheese
FOODS_2_150,FOODS_2,4624,0.93,57.0,General Mills Chicken Breast (Boneless)
FOODS_3_573,FOODS_3,4623,0.87,4.0,Annie's Marinara Pasta Sauce
FOODS_2_212,FOODS_2,4618,1.43,19.0,Kelloggs Frozen Pepperoni Pizza
FOODS_3_678,FOODS_3,4612,1.03,21.0,General Mills Bagged Salad Mix
FOODS_1_036,FOODS_1,4606,0.95,31.0,Kelloggs String Cheese Snacks
FOODS_1_031,FOODS_1,4572,0.61,15.0,Quaker 2% Reduced Fat Milk
FOODS_3_485,FOODS_3,4560,0.64,9.0,Kraft Iceberg Lettuce
FOODS_3_083,FOODS_3,4528,0.74,3.0,Nestle Roma Tomatoes
FOODS_3_250,FOODS_3,4528,0.73,19.0,Horizon Sliced White Bread
FOODS_3_385,FOODS_3,4527,0.72,20.0,Marketside Sparkling Water (Lime)
FOODS_3_063,FOODS_3,4519,1.46,39.0,Quaker Red Gala Apples
FOODS_3_760,FOODS_3,4513,0.46,0.0,Chobani Spaghetti Noodles
FOODS_1_187,FOODS_1,4485,0.79,22.0,Silk Sour Cream (16oz)
FOODS_3_011,FOODS_3,4484,1.27,25.0,Silk Yellow Onions
FOODS_3_192,FOODS_3,4476,0.42,1.0,Great Value Whole Wheat Bread
FOODS_3_431,FOODS_3,4458,0.92,12.0,Quaker Pretzels
FOODS_3_812,FOODS_3,4451,0.9,21.0,Stonyfield Whole Wheat Bread
FOODS_3_321,FOODS_3,4449,0.6,2.0,Marketside Yellow Onions
FOODS_3_289,FOODS_3,4432,0.97,27.0,Marketside White Rice (2lb)
FOODS_3_267,FOODS_3,4430,0.93,33.0,Silk Black Beans (15oz)
FOODS_3_273,FOODS_3,4427,0.87,17.0,Marketside Green Seedless Grapes
FOODS_3_311,FOODS_3,4425,0.66,14.0,Dole Red Gala Apples
FOODS_3_676,FOODS_3,4420,0.81,27.0,Kelloggs Green Seedless Grapes
FOODS_3_535,FOODS_3,4418,0.94,15.0,Dole Strawberry Jam
FOODS_3_432,FOODS_3,4395,0.78,20.0,Great Value Fruit Snacks
FOODS_2_267,FOODS_2,4390,1.39,35.0,Silk Breaded Fish Sticks
FOODS_2_119,FOODS_2,4380,0.52,7.0,Dole Veggie Burgers
FOODS_3_140,FOODS_3,4376,0.51,4.0,Stonyfield Spaghetti Noodles
FOODS_3_596,FOODS_3,4373,0.99,22.0,Kelloggs Peanut Butter (Creamy)
FOODS_1_082,FOODS_1,4364,0.95,17.0,Organic Valley Salted Butter Sticks
FOODS_1_180,FOODS_1,4359,0.84,58.0,Kelloggs Whole Milk (1 gal)
FOODS_3_679,FOODS_3,4354,0.81,19.0,Dole Pretzels
FOODS_3_424,FOODS_3,4354,0.91,35.0,Chobani Roma Tomatoes
FOODS_3_194,FOODS_3,4351,0.61,61.0,Organic Valley Strawberry Jam
FOODS_3_053,FOODS_3,4318,0.89,12.0,Kraft Chocolate Chip Cookies
FOODS_3_480,FOODS_3,4315,1.55,27.0,Great Value Marinara Pasta Sauce
FOODS_3_766,FOODS_3,4298,0.83,25.0,Nature Valley Chocolate Chip Cookies
FOODS_3_418,FOODS_3,4285,0.8,13.0,Organic Valley Marinara Pasta Sauce
FOODS_2_036,FOODS_2,4282,0.65,9.0,Kelloggs Pork Sausage Links
FOODS_3_169,FOODS_3,4274,1.13,13.0,Tyson Honey Nut Cereal
FOODS_3_683,FOODS_3,4269,0.5,3.0,Silk Red Gala Apples
FOODS_3_291,FOODS_3,4248,0.71,14.0,Nestle Tortilla Chips
FOODS_2_381,FOODS_2,4235,0.6,12.0,Annie's Frozen Spinich
FOODS_1_181,FOODS_1,4217,0.95,17.0,Kraft 2% Reduced Fat Milk
FOODS_3_561,FOODS_3,4152,0.65,7.0,Marketside Potato Chips (Classic)
FOODS_2_081,FOODS_2,4152,0.94,42.0,Marketside Frozen Spinich
FOODS_2_074,FOODS_2,4148,0.99,18.0,Horizon Breakfast Burritos
FOODS_2_052,FOODS_2,4146,0.87,18.0,Kelloggs Ice Cream (Vanilla Bean)
FOODS_3_214,FOODS_3,4143,0.94,25.0,General Mills Pretzels
FOODS_3_225,FOODS_3,4135,1.08,32.0,Marketside Strawberry Jam
FOODS_1_040,FOODS_1,4130,1.39,50.0,Chobani Cream Cheese Spread
FOODS_3_644,FOODS_3,4119,0.0,80.0,Kelloggs Instant Coffee
FOODS_3_028,FOODS_3,4119,1.66,52.0,Stonyfield Pretzels
FOODS_1_206,FOODS_1,4114,1.36,45.0,Nature Valley Cage Free Brown Eggs
FOODS_2_356,FOODS_2,4113,0.95,20.0,Kelloggs Pork Loin Chops
FOODS_3_383,FOODS_3,4100,0.95,29.0,Quaker Yellow Onions
FOODS_2_003,FOODS_2,4096,0.87,14.0,Nestle Beef Patties (1/4 lb)
FOODS_2_024,FOODS_2,4073,0.77,8.0,Chobani Raw Shrimp (Peeled)
FOODS_2_376,FOODS_2,4068,0.84,37.0,Chobani Corned Beef
FOODS_3_519,FOODS_3,4064,1.01,13.0,Dole Roasted Peanuts
FOODS_1_192,FOODS_1,4063,1.08,83.0,Great Value Cottage Cheese (Low Fat)
FOODS_3_208,FOODS_3,4049,1.15,33.0,Great Value Chocolate Chip Cookies
FOODS_2_170,FOODS_2,4001,0.84,21.0,Horizon Hot Dogs (8ct)
FOODS_2_333,FOODS_2,3998,1.01,18.0,Annie's Beef Patties (1/4 lb)
FOODS_3_398,FOODS_3,3988,0.77,12.0,Nature Valley Avocados (Hass)
FOODS_3_439,FOODS_3,3988,0.55,2.0,Dole Baby Carrots Bag
FOODS_1_209,FOODS_1,3983,0.98,80.0,Marketside Whipped Topping
FOODS_2_059,FOODS_2,3956,0.53,0.0,Silk Veggie Burgers
FOODS_1_103,FOODS_1,3949,1.69,49.0,Dole Orange Juice (No Pulp)
FOODS_1_094,FOODS_1,3935,1.24,29.0,Nature Valley Unsalted Sweet Cream Butter
FOODS_1_139,FOODS_1,3928,0.76,18.0,Silk Swiss Cheese Slices
FOODS_2_399,FOODS_2,3923,0.72,16.0,Quaker Frozen Chicken Nuggets
FOODS_3_504,FOODS_3,3900,0.6,21.0,Chobani Strawberry Jam
FOODS_3_178,FOODS_3,3894,0.9,39.0,Organic Valley Roasted Peanuts
FOODS_1_208,FOODS_1,3884,1.01,24.0,Great Value Parmesan Shaker
FOODS_3_163,FOODS_3,3872,0.73,10.0,Nestle Strawberry Jam
FOODS_3_386,FOODS_3,3866,0.68,24.0,Organic Valley Honey Nut Cereal
FOODS_3_326,FOODS_3,3857,1.31,27.0,General Mills Spaghetti Noodles
FOODS_3_310,FOODS_3,3854,0.98,28.0,General Mills Organic Bananas (Bunch)
FOODS_3_820,FOODS_3,3837,0.72,18.0,Kelloggs Honey Nut Cereal
FOODS_3_195,FOODS_3,3835,0.76,30.0,Nestle Russet Potatoes (5lb)
FOODS_3_533,FOODS_3,3831,1.06,25.0,Kraft Whole Wheat Bread
FOODS_3_712,FOODS_3,3818,1.07,34.0,Chobani English Muffins
FOODS_3_497,FOODS_3,3816,1.61,43.0,Marketside Red Gala Apples
FOODS_3_100,FOODS_3,3816,0.82,20.0,Kelloggs Peanut Butter (Creamy)
FOODS_2_311,FOODS_2,3792,0.8,19.0,Dole Beef Chuck Roast
FOODS_3_747,FOODS_3,3772,0.9,19.0,Silk Potato Chips (Classic)
FOODS_2_225,FOODS_2,3765,0.69,25.0,Marketside Meatball Sub Kit
FOODS_2_182,FOODS_2,3759,0.98,23.0,General Mills Frozen Pepperoni Pizza
FOODS_3_428,FOODS_3,3757,1.15,37.0,Stonyfield Green Seedless Grapes
FOODS_1_069,FOODS_1,3754,0.86,16.0,Kraft Almond Milk (Unsweetened)
FOODS_3_708,FOODS_3,3754,1.37,40.0,Kelloggs Avocados (Hass)
FOODS_3_448,FOODS_3,3750,0.72,56.0,Great Value Honey Nut Cereal
FOODS_2_063,FOODS_2,3735,0.76,12.0,Quaker Beef Patties (1/4 lb)
FOODS_3_615,FOODS_3,3727,1.7,42.0,Dole Avocados (Hass)
FOODS_1_047,FOODS_1,3719,1.16,32.0,Quaker Margarine Tub
FOODS_2_391,FOODS_2,3718,0.76,37.0,Dole Ground Beef (93% Lean)
FOODS_2_232,FOODS_2,3717,1.16,35.0,Chobani Ice Cream (Vanilla Bean)
FOODS_2_307,FOODS_2,3716,0.87,26.0,Nestle Frozen Mixed Berries
FOODS_1_005,FOODS_1,3709,1.04,20.0,Kraft Cheddar Cheese Block
FOODS_2_065,FOODS_2,3702,0.95,44.0,Marketside Frozen Broccoli Florets
FOODS_3_568,FOODS_3,3699,0.59,13.0,Chobani White Rice (2lb)
FOODS_1_153,FOODS_1,3692,1.1,37.0,Tyson Greek Strawberry Yogurt
FOODS_3_199,FOODS_3,3690,1.33,47.0,Dole Sparkling Water (Lime)
FOODS_3_370,FOODS_3,3686,0.38,0.0,Organic Valley Fruit Snacks
FOODS_3_388,FOODS_3,3679,0.8,15.0,Kelloggs Spaghetti Noodles
FOODS_2_257,FOODS_2,3679,1.17,77.0,Marketside Frozen Waffles
FOODS_3_771,FOODS_3,3678,0.85,36.0,Nestle Bagged Salad Mix
FOODS_2_146,FOODS_2,3664,0.77,44.0,Organic Valley Pork Loin Chops
FOODS_3_581,FOODS_3,3661,0.98,27.0,Kraft Roasted Peanuts
FOODS_3_106,FOODS_3,3653,0.97,9.0,Horizon Sparkling Water (Lime)
FOODS_2_175,FOODS_2,3653,1.16,28.0,Quaker Frozen Lasagna
FOODS_2_138,FOODS_2,3649,1.11,26.0,Horizon Tilapia Fillets
FOODS_1_024,FOODS_1,3646,1.62,34.0,Chobani Chocolate Milk
FOODS_3_187,FOODS_3,3636,0.78,24.0,Silk Red Gala Apples
FOODS_3_759,FOODS_3,3614,0.93,39.0,Dole Marinara Pasta Sauce
FOODS_3_438,FOODS_3,3599,1.11,35.0,General Mills Classic Cola 2L
FOODS_3_335,FOODS_3,3597,0.99,26.0,Quaker Green Seedless Grapes
FOODS_3_280,FOODS_3,3594,1.0,35.0,Chobani Red Gala Apples
FOODS_1_092,FOODS_1,3593,1.59,28.0,Stonyfield Large Grade A Eggs (12ct)
FOODS_1_190,FOODS_1,3580,2.12,42.0,Nature Valley Cream Cheese Spread
FOODS_2_112,FOODS_2,3579,0.79,14.0,Great Value Ice Cream (Vanilla Bean)
FOODS_2_322,FOODS_2,3566,1.2,33.0,Organic Valley Ice Cream (Vanilla Bean)
FOODS_3_271,FOODS_3,3557,5.29,75.0,Quaker Roasted Peanuts
FOODS_3_356,FOODS_3,3548,0.78,17.0,Kelloggs Marinara Pasta Sauce
FOODS_2_080,FOODS_2,3541,1.12,78.0,Great Value Hot Dogs (8ct)
FOODS_3_024,FOODS_3,3538,5.29,51.0,Chobani Instant Coffee
FOODS_3_513,FOODS_3,3518,0.71,14.0,Marketside Granola Bars (Oats)
FOODS_3_308,FOODS_3,3518,0.99,43.0,Kelloggs Fruit Snacks
FOODS_3_577,FOODS_3,3506,0.69,43.0,Marketside Black Beans (15oz)
FOODS_3_502,FOODS_3,3504,0.84,12.0,General Mills Whole Wheat Bread
FOODS_3_032,FOODS_3,3495,0.58,7.0,Great Value Red Gala Apples
FOODS_2_351,FOODS_2,3495,1.18,30.0,Quaker Frozen Spinich
FOODS_3_423,FOODS_3,3492,0.48,12.0,Dole Iceberg Lettuce
FOODS_1_123,FOODS_1,3491,1.29,19.0,Silk Greek Strawberry Yogurt
FOODS_1_074,FOODS_1,3488,1.11,29.0,Horizon Probiotic Drink
FOODS_3_162,FOODS_3,3483,1.52,46.0,Organic Valley Peanut Butter (Creamy)
FOODS_1_037,FOODS_1,3473,1.11,27.0,Kraft Sour Cream (16oz)
FOODS_3_509,FOODS_3,3472,1.27,22.0,Annie's Sparkling Water (Lime)
FOODS_3_768,FOODS_3,3444,0.82,3.0,Great Value Instant Coffee
FOODS_3_611,FOODS_3,3440,1.19,43.0,Nestle Chocolate Chip Cookies
FOODS_2_309,FOODS_2,3438,0.9,17.0,Kraft Frozen Chicken Nuggets
FOODS_3_276,FOODS_3,3415,5.29,74.0,Kelloggs Pretzels
FOODS_2_192,FOODS_2,3413,1.1,36.0,Great Value Frozen French Fries
FOODS_3_207,FOODS_3,3412,1.18,44.0,Quaker Roma Tomatoes
FOODS_2_189,FOODS_2,3411,0.8,21.0,Annie's Frozen Chicken Nuggets
FOODS_3_730,FOODS_3,3402,1.17,44.0,Horizon Granola Bars (Oats)
FOODS_2_242,FOODS_2,3397,2.67,51.0,Organic Valley Frozen Pepperoni Pizza
FOODS_1_127,FOODS_1,3394,1.34,38.0,Quaker Sour Cream (16oz)
FOODS_2_396,FOODS_2,3389,0.77,11.0,Stonyfield Pork Sausage Links
FOODS_3_515,FOODS_3,3383,0.82,8.0,Nestle Black Beans (15oz)
FOODS_3_706,FOODS_3,3368,0.58,5.0,Organic Valley Instant Coffee
FOODS_3_685,FOODS_3,3368,1.47,18.0,Annie's Potato Chips (Classic)
FOODS_3_415,FOODS_3,3366,0.97,43.0,Quaker Tortilla Chips
FOODS_2_067,FOODS_2,3365,1.55,86.0,Nestle Frozen Mixed Berries
FOODS_3_029,FOODS_3,3365,1.16,33.0,Annie's Fruit Snacks
FOODS_1_042,FOODS_1,3360,0.8,9.0,Horizon Cottage Cheese (Low Fat)
FOODS_1_044,FOODS_1,3356,0.82,70.0,Stonyfield Probiotic Drink
FOODS_3_514,FOODS_3,3346,0.86,17.0,Organic Valley Canned Sweet Corn
FOODS_3_112,FOODS_3,3336,0.62,3.0,Great Value Black Beans (15oz)
FOODS_3_077,FOODS_3,3332,0.99,50.0,Annie's Marinara Pasta Sauce
FOODS_3_718,FOODS_3,3332,1.35,38.0,Nature Valley Baby Carrots Bag
FOODS_3_810,FOODS_3,3326,1.21,42.0,Horizon Classic Cola 2L
FOODS_1_175,FOODS_1,3326,1.48,46.0,Quaker Soy Milk (Vanilla)
FOODS_2_079,FOODS_2,3319,0.58,11.0,Quaker Turkey Bacon
FOODS_3_433,FOODS_3,3306,0.98,23.0,Marketside English Muffins
FOODS_2_184,FOODS_2,3295,0.62,15.0,Chobani Smoked Turkey Deli Slices
FOODS_3_797,FOODS_3,3287,0.84,14.0,Annie's Chocolate Chip Cookies
FOODS_3_463,FOODS_3,3286,1.14,40.0,Quaker Fruit Snacks
FOODS_1_216,FOODS_1,3266,1.26,38.0,Chobani String Cheese Snacks
FOODS_3_091,FOODS_3,3251,1.15,33.0,Silk Fruit Snacks
FOODS_2_144,FOODS_2,3248,1.01,32.0,Great Value Raw Shrimp (Peeled)
FOODS_3_387,FOODS_3,3247,1.25,50.0,Nestle Marinara Pasta Sauce
FOODS_3_212,FOODS_3,3238,0.65,27.0,Kelloggs Avocados (Hass)
FOODS_3_583,FOODS_3,3235,0.74,4.0,Dole Green Seedless Grapes
FOODS_3_495,FOODS_3,3230,1.66,38.0,Quaker English Muffins
FOODS_2_291,FOODS_2,3230,0.73,17.0,Nestle Frozen Spinich
FOODS_2_051,FOODS_2,3226,2.09,43.0,Nestle Frozen Spinich
FOODS_2_327,FOODS_2,3221,0.97,41.0,Dole Breaded Fish Sticks
FOODS_3_450,FOODS_3,3220,0.7,21.0,Organic Valley Spaghetti Noodles
FOODS_2_093,FOODS_2,3205,1.05,35.0,Annie's Beef Patties (1/4 lb)
FOODS_2_134,FOODS_2,3203,0.93,22.0,General Mills Breakfast Burritos
FOODS_3_181,FOODS_3,3198,0.54,4.0,Kraft Avocados (Hass)
FOODS_3_098,FOODS_3,3198,0.96,26.0,Organic Valley Baby Carrots Bag
FOODS_3_585,FOODS_3,3197,0.91,18.0,Tyson Bagged Salad Mix
FOODS_3_705,FOODS_3,3197,0.82,44.0,Marketside Roasted Peanuts
FOODS_3_451,FOODS_3,3191,1.3,45.0,Nestle Granola Bars (Oats)
FOODS_3_765,FOODS_3,3190,0.99,34.0,Annie's Roma Tomatoes
FOODS_3_306,FOODS_3,3178,1.72,33.0,Organic Valley Bagged Salad Mix
FOODS_3_034,FOODS_3,3153,0.75,12.0,Organic Valley Potato Chips (Classic)
FOODS_2_245,FOODS_2,3145,0.99,30.0,Kraft Frozen Broccoli Florets
FOODS_2_303,FOODS_2,3142,1.35,82.0,Quaker Beef Patties (1/4 lb)
FOODS_3_185,FOODS_3,3142,0.97,22.0,Tyson English Muffins
FOODS_1_112,FOODS_1,3138,1.07,35.0,Great Value Salted Butter Sticks
FOODS_2_321,FOODS_2,3133,0.86,24.0,Marketside Frozen Spinich
FOODS_1_054,FOODS_1,3126,1.08,43.0,General Mills Chocolate Milk
FOODS_3_071,FOODS_3,3117,0.84,53.0,Dole Russet Potatoes (5lb)
FOODS_1_006,FOODS_1,3110,1.76,46.0,General Mills String Cheese Snacks
FOODS_3_569,FOODS_3,3107,1.02,22.0,Tyson Yellow Onions
FOODS_3_277,FOODS_3,3091,1.17,25.0,Kraft Fruit Snacks
FOODS_3_237,FOODS_3,3087,1.37,35.0,Annie's Iceberg Lettuce
FOODS_2_026,FOODS_2,3082,0.91,38.0,Horizon Pork Loin Chops
FOODS_3_467,FOODS_3,3074,1.25,33.0,Nestle Sliced White Bread
FOODS_3_411,FOODS_3,3071,0.99,48.0,Silk Strawberry Jam
FOODS_3_489,FOODS_3,3060,0.68,12.0,Tyson Instant Coffee
FOODS_3_069,FOODS_3,3047,0.0,99.0,Kraft Peanut Butter (Creamy)
FOODS_2_340,FOODS_2,3033,1.15,37.0,Kelloggs Honey Ham Slices
FOODS_3_320,FOODS_3,3031,1.01,29.0,Great Value White Rice (2lb)
FOODS_2_364,FOODS_2,3030,0.67,14.0,Stonyfield Smoked Turkey Deli Slices
FOODS_2_282,FOODS_2,3026,1.14,45.0,Horizon Frozen French Fries
FOODS_3_246,FOODS_3,3021,0.0,46.0,General Mills Fruit Snacks
FOODS_3_532,FOODS_3,3010,0.83,7.0,Kelloggs Baby Carrots Bag
FOODS_3_081,FOODS_3,3010,1.02,26.0,Marketside Black Beans (15oz)
FOODS_3_065,FOODS_3,3009,1.22,36.0,Marketside Potato Chips (Classic)
FOODS_3_604,FOODS_3,3007,0.86,26.0,Stonyfield Marinara Pasta Sauce
FOODS_3_102,FOODS_3,2999,1.05,51.0,General Mills Russet Potatoes (5lb)
FOODS_3_167,FOODS_3,2999,1.09,7.0,Dole Tortilla Chips
FOODS_2_049,FOODS_2,2994,0.88,16.0,Marketside Turkey Bacon
FOODS_3_591,FOODS_3,2994,1.05,27.0,Quaker Sliced White Bread
FOODS_3_334,FOODS_3,2993,1.07,26.0,Nature Valley Instant Coffee
FOODS_2_196,FOODS_2,2981,0.79,24.0,Kelloggs Corned Beef
FOODS_3_347,FOODS_3,2978,1.16,16.0,Silk Whole Wheat Bread
FOODS_3_616,FOODS_3,2976,0.84,14.0,Chobani Bagged Salad Mix
FOODS_3_496,FOODS_3,2972,0.95,27.0,Great Value Organic Bananas (Bunch)
FOODS_3_261,FOODS_3,2964,0.44,9.0,Kraft Sparkling Water (Lime)
FOODS_2_104,FOODS_2,2962,0.97,42.0,Chobani Breakfast Burritos
FOODS_2_014,FOODS_2,2960,1.11,35.0,Nature Valley Breakfast Burritos
FOODS_1_096,FOODS_1,2955,0.78,25.0,Great Value String Cheese Snacks
FOODS_2_348,FOODS_2,2953,0.82,28.0,Stonyfield Tilapia Fillets
FOODS_3_493,FOODS_3,2929,1.19,41.0,Annie's Pretzels
FOODS_2_156,FOODS_2,2926,1.34,68.0,Stonyfield Pork Sausage Links
FOODS_1_168,FOODS_1,2925,1.45,47.0,Chobani Shredded Mozzarella
FOODS_2_385,FOODS_2,2921,0.94,32.0,Marketside Frozen Lasagna
FOODS_2_060,FOODS_2,2899,0.88,39.0,Stonyfield Chicken Breast (Boneless)
FOODS_3_336,FOODS_3,2896,1.51,63.0,Great Value Avocados (Hass)
FOODS_3_328,FOODS_3,2895,1.06,34.0,Chobani Canned Sweet Corn
FOODS_3_242,FOODS_3,2892,0.72,15.0,Organic Valley Green Seedless Grapes
FOODS_1_205,FOODS_1,2891,0.9,20.0,Annie's Soy Milk (Vanilla)
FOODS_1_124,FOODS_1,2886,1.37,55.0,Stonyfield Unsalted Sweet Cream Butter
FOODS_2_255,FOODS_2,2880,1.9,64.0,Quaker Meatball Sub Kit
FOODS_3_211,FOODS_3,2866,1.19,39.0,Nestle Green Seedless Grapes
FOODS_2_033,FOODS_2,2865,0.49,0.0,Marketside Beef Patties (1/4 lb)
FOODS_3_645,FOODS_3,2865,0.99,50.0,Kraft Green Seedless Grapes
FOODS_3_012,FOODS_3,2856,0.99,53.0,Stonyfield Tortilla Chips
FOODS_2_361,FOODS_2,2839,0.74,26.0,Tyson Ground Beef (93% Lean)
FOODS_3_182,FOODS_3,2838,1.5,43.0,General Mills Bagged Salad Mix
FOODS_3_205,FOODS_3,2823,1.36,85.0,Annie's Black Beans (15oz)
FOODS_3_559,FOODS_3,2819,1.27,52.0,Quaker Red Gala Apples
FOODS_2_055,FOODS_2,2816,0.88,37.0,Dole Frozen Lasagna
FOODS_3_536,FOODS_3,2816,1.98,48.0,Chobani Russet Potatoes (5lb)
FOODS_2_042,FOODS_2,2809,2.0,81.0,Horizon Frozen French Fries
FOODS_3_019,FOODS_3,2783,0.68,27.0,Nestle Black Beans (15oz)
FOODS_2_047,FOODS_2,2783,1.17,36.0,Quaker Frozen Waffles
FOODS_3_700,FOODS_3,2776,0.57,35.0,Stonyfield Canned Sweet Corn
FOODS_3_186,FOODS_3,2760,1.17,46.0,Horizon Organic Bananas (Bunch)
FOODS_2_115,FOODS_2,2752,0.41,3.0,Nestle Frozen Lasagna
FOODS_2_171,FOODS_2,2752,0.98,31.0,Silk Frozen Spinich
FOODS_1_143,FOODS_1,2751,3.12,43.0,Quaker Blueberry Yogurt 4pk
FOODS_3_609,FOODS_3,2751,0.53,6.0,Marketside Iceberg Lettuce
FOODS_3_656,FOODS_3,2740,1.21,36.0,Great Value Baby Carrots Bag
FOODS_3_096,FOODS_3,2735,1.08,38.0,Great Value Potato Chips (Classic)
FOODS_1_038,FOODS_1,2729,0.95,40.0,General Mills Heavy Whipping Cream
FOODS_3_487,FOODS_3,2712,0.55,5.0,Dole Chocolate Chip Cookies
FOODS_3_618,FOODS_3,2703,1.17,47.0,Horizon Fruit Snacks
FOODS_3_827,FOODS_3,2703,0.66,3.0,Silk Roma Tomatoes
FOODS_2_382,FOODS_2,2698,1.94,39.0,Nature Valley Ice Cream (Vanilla Bean)
FOODS_3_322,FOODS_3,2694,0.96,23.0,Organic Valley Tortilla Chips
FOODS_2_009,FOODS_2,2691,1.76,63.0,Tyson Frozen Chicken Nuggets
FOODS_2_025,FOODS_2,2654,0.44,14.0,Tyson Frozen Lasagna
FOODS_3_382,FOODS_3,2641,0.88,31.0,Nature Valley White Rice (2lb)
FOODS_2_173,FOODS_2,2639,0.88,15.0,Annie's Salami Trio
FOODS_3_631,FOODS_3,2633,1.27,31.0,Dole Yellow Onions
FOODS_3_775,FOODS_3,2625,1.4,38.0,Dole Organic Bananas (Bunch)
FOODS_3_675,FOODS_3,2619,0.69,34.0,Nestle Instant Coffee
FOODS_1_129,FOODS_1,2618,0.76,32.0,Marketside Almond Milk (Unsweetened)
